sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,correct_answer,predicted_answer,predicted_option_source_index,main_category,difficulty,is_correct,audio_early,audio_middle,audio_late,instruction_early,instruction_middle,instruction_late,question_early,question_middle,question_late,options_early,options_middle,options_late,text_early,text_middle,text_late,audio_drop_early_to_late,text_gain_early_to_late,late_question_audio_ratio,late_options_audio_ratio,late_text_audio_ratio,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_query_text_tokens
163,75,q164_1227240,0,DCBA,D,D,0,Sound Texture,Medium,1,0.07231903,0.01782087,0.01406640,0.31044550,0.31049603,0.25904531,0.04368353,0.04982991,0.01698811,0.10030146,0.13578044,0.05909413,0.92768097,0.98217914,0.98593361,0.05825263,0.05825264,1.20770847,4.20108517,70.09140807,2000,62,10,26,21,119
163,76,q164_1227240,1,DCAB,C,C,0,Sound Texture,Medium,1,0.07203309,0.01952196,0.01379926,0.31373742,0.28092416,0.24653911,0.04524436,0.04608221,0.01709700,0.10285523,0.16459047,0.06739552,0.92796690,0.98047799,0.98620073,0.05823383,0.05823383,1.23897903,4.88399378,71.46762814,2000,62,10,26,21,119
163,77,q164_1227240,2,BDAC,C,C,0,Sound Texture,Medium,1,0.07284877,0.01931881,0.01396191,0.31310387,0.27766376,0.24212591,0.04497319,0.04637320,0.01727186,0.10454439,0.16779786,0.06928585,0.92715124,0.98068121,0.98603809,0.05888686,0.05888685,1.23706989,4.96249125,70.62343957,2000,62,10,26,21,119
164,78,q165_1227240,0,ABCD,A,D,3,Melody,High,0,0.06228796,0.02737039,0.03414683,0.29685063,0.23556832,0.21052263,0.07036915,0.05387409,0.03291426,0.10557218,0.20465160,0.10291405,0.93771200,0.97262960,0.96585318,0.02814114,0.02814117,0.96390400,3.01386886,28.28529911,1000,61,20,28,21,130
164,79,q165_1227240,1,ADCB,A,B,3,Melody,High,0,0.05826605,0.02492923,0.02985365,0.29781859,0.23870514,0.21292434,0.06721498,0.05156442,0.03029416,0.10334895,0.21248917,0.09682233,0.94173395,0.97507079,0.97014635,0.02841240,0.02841240,1.01475588,3.24323291,32.49674576,1000,62,20,27,21,130
164,80,q165_1227240,2,DACB,B,A,3,Melody,High,0,0.05585562,0.02721379,0.02991055,0.31110393,0.26072777,0.21205422,0.07133552,0.04846208,0.03492886,0.09176363,0.18944696,0.08899060,0.94414439,0.97278624,0.97008946,0.02594507,0.02594507,1.16777701,2.97522422,32.43301592,1000,62,20,27,21,130
165,81,q166_1227240,0,ABCD,A,A,0,Mood and Expression,Low,1,0.05408986,0.02551811,0.02025409,0.32819019,0.27273715,0.25355198,0.05988579,0.05318702,0.02678079,0.08132947,0.15520279,0.06238890,0.94591009,0.97448187,0.97974588,0.03383577,0.03383580,1.32224096,3.08031118,48.37274549,1500,62,13,16,21,112
165,82,q166_1227240,1,DCAB,C,C,0,Mood and Expression,Low,1,0.06756918,0.03778117,0.02394458,0.31056172,0.27026988,0.23753463,0.05381215,0.03433978,0.03124568,0.06474144,0.13274933,0.07399250,0.93243084,0.96221879,0.97605536,0.04362459,0.04362452,1.30491651,3.09015571,40.76309426,1500,62,13,16,21,112
165,83,q166_1227240,2,BDAC,C,C,0,Mood and Expression,Low,1,0.06694655,0.03745466,0.02434642,0.31190572,0.27267698,0.23593179,0.05359842,0.03417414,0.03002756,0.06432992,0.13053234,0.07045769,0.93305343,0.96254533,0.97565359,0.04260014,0.04260016,1.23334643,2.89396581,40.07380905,1500,62,13,16,21,112
166,84,q167_7096,0,ACDB,A,B,2,Metre and Rhythm,Medium,0,0.08267120,0.02592154,0.03055035,0.30365919,0.26428383,0.23726757,0.05418949,0.05120829,0.02422286,0.09193257,0.18649994,0.06872205,0.91732879,0.97407844,0.96944966,0.05212085,0.05212087,0.79288345,2.24946860,31.73285298,1500,62,12,18,21,113
166,85,q167_7096,1,BADC,B,D,2,Metre and Rhythm,Medium,0,0.08296079,0.02584913,0.02950147,0.30907475,0.29217352,0.24164684,0.05885604,0.05273300,0.02477126,0.08382739,0.15004831,0.06514328,0.91703924,0.97415085,0.97049856,0.05345932,0.05345932,0.83966186,2.20813690,32.89662058,1500,62,12,18,21,113
166,86,q167_7096,2,CBDA,D,A,2,Metre and Rhythm,Medium,0,0.07510026,0.02692634,0.02887859,0.31390367,0.27688083,0.23325611,0.05972942,0.04912052,0.02599409,0.08586994,0.16792231,0.06701600,0.92489978,0.97307366,0.97112141,0.04622167,0.04622162,0.90011616,2.32061185,33.62772914,1500,62,12,18,21,113
167,87,q168_7096,0,DCBA,D,D,0,Genre and Style,High,1,0.06618839,0.02116709,0.02086911,0.29566715,0.26617057,0.23853988,0.07414737,0.07678975,0.03518192,0.08797730,0.13772664,0.05551382,0.93381158,0.97883294,0.97913088,0.04531929,0.04531930,1.68583736,2.66009577,46.91771853,1500,62,24,21,21,128
167,88,q168_7096,1,CDAB,C,C,0,Genre and Style,High,1,0.06903919,0.02950390,0.02175705,0.28690125,0.25310289,0.21361205,0.07361848,0.06337615,0.03749884,0.07769927,0.14390428,0.05561648,0.93096082,0.97049611,0.97824296,0.04728214,0.04728214,1.72352583,2.55625087,44.96211253,1500,62,24,21,21,128
167,89,q168_7096,2,ADCB,A,A,0,Genre and Style,High,1,0.06167389,0.02153680,0.02122355,0.29853180,0.26204354,0.22162348,0.07641041,0.07955608,0.04187898,0.08797836,0.14312308,0.05402276,0.93832610,0.97846315,0.97877640,0.04045034,0.04045030,1.97323188,2.54541608,46.11747336,1500,62,24,21,21,128
168,90,q169_7096,0,BCAD,C,C,0,Melody,Medium,1,0.08491112,0.03164816,0.02557734,0.28377976,0.25051901,0.21345480,0.07624846,0.06276008,0.04374756,0.07066259,0.15481504,0.06036324,0.91508884,0.96835183,0.97442269,0.05933378,0.05933385,1.71040315,2.36002802,38.09710791,1500,62,19,22,21,124
168,91,q169_7096,1,ACBD,A,C,1,Melody,Medium,0,0.08541831,0.03169730,0.02493267,0.28377468,0.25518810,0.20986234,0.07641004,0.06235454,0.04729298,0.06962038,0.14840166,0.06183882,0.91458169,0.96830271,0.97506734,0.06048564,0.06048565,1.89682791,2.48023308,39.10802660,1500,62,19,22,21,124
168,92,q169_7096,2,CDBA,D,D,0,Melody,Medium,1,0.08039559,0.02221087,0.02417636,0.29123702,0.25931442,0.22801174,0.08137136,0.08210904,0.03873799,0.09119970,0.15889480,0.06797411,0.91960441,0.97778913,0.97582360,0.05621923,0.05621919,1.60230822,2.81159328,40.36270967,1500,62,19,22,21,124
169,93,q170_1103980,0,CBDA,D,C,3,Harmony,High,0,0.06514529,0.02559415,0.01560643,0.28421641,0.23872941,0.21558407,0.08257250,0.06151762,0.03673791,0.07402043,0.16433844,0.06108380,0.93485471,0.97440580,0.98439356,0.04953886,0.04953884,2.35402374,3.91401479,63.07614660,1500,62,23,25,21,131
169,94,q170_1103980,1,ABCD,A,B,1,Harmony,High,0,0.06305444,0.01612922,0.01569325,0.28949418,0.22889168,0.22464078,0.07942350,0.07820527,0.03728546,0.09725893,0.19399644,0.06803013,0.93694558,0.98387077,0.98430675,0.04736119,0.04736118,2.37589167,4.33499345,62.72166939,1500,62,23,25,21,131
169,95,q170_1103980,2,DCAB,C,A,3,Harmony,High,0,0.06072530,0.01790048,0.01599273,0.29531843,0.24852315,0.22028448,0.08677612,0.07961196,0.04306329,0.09065186,0.16966209,0.06559328,0.93927467,0.98209949,0.98400728,0.04473258,0.04473262,2.69267947,4.10144389,61.52841844,1500,62,23,25,21,131
170,96,q171_1103980,0,BDAC,C,C,0,Harmony,High,1,0.07174296,0.04780565,0.04062195,0.28708494,0.26126475,0.16844814,0.05942826,0.01624038,0.02296074,0.07515476,0.05812309,0.06177394,0.92825697,0.95219432,0.95937802,0.03112102,0.03112105,0.56522995,1.52070368,23.61723476,1500,62,17,33,21,133
170,97,q171_1103980,1,DCBA,D,C,1,Harmony,High,0,0.07156187,0.04765881,0.03912718,0.29126315,0.26351382,0.17240951,0.06006908,0.01634099,0.02249878,0.07181334,0.05426411,0.05496730,0.92843812,0.95234123,0.96087287,0.03243470,0.03243475,0.57501667,1.40483696,24.55768467,1500,62,17,33,21,133
170,98,q171_1103980,2,BADC,B,B,0,Harmony,High,1,0.06037363,0.01828141,0.01558357,0.29283914,0.28093024,0.25596649,0.05851331,0.05237404,0.02356928,0.11581631,0.18689392,0.06617793,0.93962634,0.98171857,0.98441639,0.04479006,0.04479004,1.51244430,4.24664756,63.17014666,1500,62,17,33,21,133
171,99,q172_1103980,0,DBAC,C,A,3,Instrumentation,Low,0,0.06152303,0.01869546,0.01625258,0.31337458,0.27001369,0.24035857,0.06796811,0.06834123,0.02887555,0.08177887,0.14387221,0.06370666,0.93847695,0.98130461,0.98374741,0.04527045,0.04527047,1.77667496,3.91978727,60.52869049,1500,62,17,18,21,118
171,100,q172_1103980,1,CADB,B,C,3,Instrumentation,Low,0,0.06536192,0.02431601,0.01777632,0.30554264,0.27571546,0.21570302,0.05988773,0.04290260,0.03293709,0.07292786,0.12851708,0.09056094,0.93463811,0.97568397,0.98222368,0.04758560,0.04758556,1.85286303,5.09447012,55.25460773,1500,62,17,18,21,118
171,101,q172_1103980,2,ABDC,A,C,3,Instrumentation,Low,0,0.06660070,0.02568401,0.01595247,0.30397019,0.27241996,0.22228614,0.06083862,0.04296192,0.03001863,0.06993397,0.12674605,0.07581423,0.93339926,0.97431601,0.98404754,0.05064823,0.05064827,1.88175508,4.75250854,61.68623205,1500,62,17,18,21,118
172,102,q173_121123,0,CABD,B,B,0,Melody,High,1,0.04489770,0.01933934,0.02341369,0.31444594,0.25658173,0.25106783,0.05303538,0.04210381,0.01593365,0.10291792,0.17422052,0.05384290,0.95510231,0.98066061,0.97658634,0.02148400,0.02148402,0.68052676,2.29963287,41.71004892,1500,62,11,20,21,114
172,103,q173_121123,1,ACBD,A,A,0,Melody,High,1,0.04531370,0.01963601,0.02316313,0.32101761,0.27484962,0.23357451,0.05842768,0.04146473,0.01818997,0.09325408,0.16110475,0.05709687,0.95468627,0.98036406,0.97683683,0.02215057,0.02215056,0.78529861,2.46498946,42.17205544,1500,62,11,20,21,114
172,104,q173_121123,2,DCAB,C,C,0,Melody,High,1,0.06014866,0.04088122,0.04175151,0.30621003,0.25599346,0.16575585,0.05196452,0.01330790,0.02263892,0.06449158,0.07987619,0.08448261,0.93985141,0.95911881,0.95824845,0.01839714,0.01839705,0.54222985,2.02346222,22.95122673,1500,62,11,20,21,114
173,105,q174_121123,0,ACDB,A,D,1,Metre and Rhythm,Medium,0,0.04783134,0.01747673,0.02103333,0.31464774,0.29337916,0.24937295,0.05730449,0.04062343,0.02189500,0.09600279,0.14695442,0.06302541,0.95216868,0.98252328,0.97896669,0.02679801,0.02679802,1.04096689,2.99645364,46.54358459,1500,62,11,23,21,117
173,106,q174_121123,1,DCBA,D,B,2,Metre and Rhythm,Medium,0,0.04511977,0.01757671,0.02228499,0.31436188,0.25431668,0.23993705,0.05334999,0.03834782,0.02110470,0.10112105,0.18606471,0.07302657,0.95488020,0.98242327,0.97771498,0.02283478,0.02283478,0.94703648,3.27693978,43.87325393,1500,62,11,23,21,117
173,107,q174_121123,2,BCAD,C,B,2,Metre and Rhythm,Medium,0,0.04461684,0.01727096,0.01875279,0.31274621,0.24996966,0.23840037,0.05293766,0.03653578,0.01913889,0.10393157,0.19214306,0.07164628,0.95538316,0.98272897,0.98124720,0.02586405,0.02586404,1.02058887,3.82056684,52.32540162,1500,62,11,23,21,117
174,108,q175_121123,0,CADB,B,B,0,Metre and Rhythm,High,1,0.04700266,0.01772169,0.02253369,0.30850704,0.24713409,0.24046743,0.04171320,0.05086595,0.02115212,0.11167167,0.18565073,0.06664835,0.95299732,0.98227832,0.97746629,0.02446897,0.02446897,0.93868889,2.95772064,43.37800199,1500,62,9,29,21,121
174,109,q175_121123,1,BCAD,C,D,3,Metre and Rhythm,High,0,0.05123343,0.01752835,0.02157322,0.31311870,0.27701803,0.25094710,0.04579177,0.05284187,0.01908571,0.10325676,0.15230159,0.06132634,0.94876657,0.98247161,0.97842676,0.02966021,0.02966019,0.88469471,2.84270695,45.35376579,1500,62,9,29,21,121
174,110,q175_121123,2,DBAC,C,A,3,Metre and Rhythm,High,0,0.04735923,0.01766038,0.02084146,0.31659209,0.25544683,0.22912741,0.04850114,0.05279587,0.02122293,0.10297495,0.17777291,0.06720838,0.95264077,0.98233958,0.97915858,0.02651776,0.02651780,1.01830339,3.22474352,46.98127656,1500,62,9,29,21,121
175,111,q176_1076450,0,ACBD,A,D,3,Metre and Rhythm,Medium,0,0.07261823,0.02277192,0.01830393,0.31281491,0.28813072,0.25317472,0.05786950,0.04944813,0.01925644,0.08434106,0.14420489,0.06723337,0.92738173,0.97722808,0.98169609,0.05431431,0.05431435,1.05203860,3.67316599,53.63308186,1500,62,11,17,21,111
175,112,q176_1076450,1,ABDC,A,C,3,Metre and Rhythm,Medium,0,0.07568616,0.03146572,0.02010167,0.30450761,0.26537083,0.23069520,0.05250510,0.03620996,0.02025805,0.07382891,0.15623192,0.07199566,0.92431383,0.96853424,0.97989830,0.05558449,0.05558447,1.00777940,3.58157578,48.74710664,1500,62,11,17,21,111
175,113,q176_1076450,2,BDAC,C,B,3,Metre and Rhythm,Medium,0,0.06950325,0.02150890,0.01846308,0.31186080,0.25886828,0.24708407,0.05131738,0.04797722,0.01834805,0.09124280,0.18023451,0.07005442,0.93049672,0.97849104,0.98153691,0.05104017,0.05104019,0.99376992,3.79429781,53.16214409,1500,62,11,17,21,111
176,114,q177_1076450,0,BDAC,C,C,0,Instrumentation,Medium,1,0.07667906,0.03294076,0.02419399,0.29783159,0.26915737,0.22133948,0.05436602,0.03367559,0.03031841,0.07330074,0.14526986,0.07852067,0.92332089,0.96705926,0.97580600,0.05248507,0.05248511,1.25313782,3.24546133,40.33257118,1500,62,14,23,21,120
176,115,q177_1076450,1,ACBD,A,A,0,Instrumentation,Medium,1,0.06672196,0.02294229,0.02217579,0.31039791,0.26374382,0.22634789,0.06262528,0.05280852,0.02666563,0.08873815,0.16975585,0.06717239,0.93327805,0.97705774,0.97782422,0.04454617,0.04454617,1.20246570,3.02908615,44.09421774,1500,62,14,23,21,120
176,116,q177_1076450,2,DCBA,D,D,0,Instrumentation,Medium,1,0.07161807,0.02206195,0.02265213,0.30467195,0.27776896,0.24464195,0.06273222,0.05870475,0.02804118,0.08797685,0.15058588,0.07601656,0.92838191,0.97793803,0.97734786,0.04896594,0.04896595,1.23790473,3.35582384,43.14595575,1500,62,14,23,21,120
177,117,q178_1076450,0,ADCB,A,A,0,Melody,Medium,1,0.06734564,0.02252160,0.02018210,0.30578317,0.27282051,0.24094487,0.07128659,0.06798698,0.03261553,0.08554354,0.15673360,0.04978674,0.93265442,0.97747838,0.97981792,0.04716353,0.04716350,1.61606179,2.46687549,48.54884755,1500,62,19,16,21,118
177,118,q178_1076450,1,CADB,B,B,0,Melody,Medium,1,0.07248756,0.02209795,0.02203660,0.29759786,0.25699123,0.23632790,0.06692561,0.07280995,0.03229507,0.09279076,0.16782701,0.04743378,0.92751240,0.97790202,0.97796332,0.05045096,0.05045092,1.46551951,2.15250022,44.37904953,1500,62,19,16,21,118
177,119,q178_1076450,2,DCAB,C,C,0,Melody,Medium,1,0.08407786,0.03768444,0.03682917,0.29039973,0.28400428,0.18825991,0.06449681,0.02365665,0.03377311,0.05887883,0.08985842,0.07289787,0.91592206,0.96231553,0.96317083,0.04724870,0.04724877,0.91702088,1.97935156,26.15239377,1500,62,19,16,21,118
178,120,q179_1407836,0,ABDC,A,A,0,Metre and Rhythm,Medium,1,0.06132197,0.01855899,0.01492924,0.32277658,0.27499746,0.23966547,0.05790669,0.04560524,0.02060077,0.08733187,0.18105476,0.06861915,0.93867800,0.98144103,0.98507079,0.04639273,0.04639279,1.37989418,4.59629243,65.98265236,1500,62,11,21,21,115
178,121,q179_1407836,1,DBCA,D,D,0,Metre and Rhythm,Medium,1,0.06522367,0.01957455,0.01317817,0.31677776,0.29044538,0.24750672,0.05795795,0.04720834,0.01987500,0.08732259,0.15361699,0.07124925,0.93477631,0.98042546,0.98682183,0.05204551,0.05204552,1.50817626,5.40661266,74.88308108,1500,62,11,21,21,115
178,122,q179_1407836,2,CBAD,C,B,1,Metre and Rhythm,Medium,0,0.06331420,0.01801354,0.01367370,0.31458173,0.26709989,0.25765164,0.05411870,0.04851160,0.02026923,0.09399852,0.19173778,0.06909174,0.93668576,0.98198648,0.98632631,0.04964050,0.04964055,1.48235126,5.05289117,72.13307762,1500,62,11,21,21,115
179,123,q180_1407836,0,ADCB,A,A,0,Functional Context,Low,1,0.06124577,0.02052657,0.01726614,0.31709443,0.26114636,0.23838753,0.05697811,0.05948003,0.02221928,0.08418885,0.15961464,0.06309870,0.93875424,0.97947338,0.98273385,0.04397963,0.04397961,1.28686987,3.65447602,56.91681854,1500,62,14,25,21,122
179,124,q180_1407836,1,DABC,B,B,0,Functional Context,Low,1,0.06230276,0.01972895,0.01669697,0.31459765,0.25248432,0.24809481,0.04975237,0.05728990,0.02058257,0.09093531,0.17000515,0.06225081,0.93769722,0.98027107,0.98330305,0.04560580,0.04560583,1.23271306,3.72827037,58.89111636,1500,62,14,25,21,122
179,125,q180_1407836,2,DACB,B,B,0,Functional Context,Low,1,0.06240664,0.01970193,0.01649318,0.31584001,0.25059880,0.24305567,0.04949290,0.05746480,0.02132054,0.09015270,0.17085455,0.06369576,0.93759331,0.98029806,0.98350684,0.04591346,0.04591353,1.29268798,3.86194478,59.63111638,1500,62,14,25,21,122
180,126,q181_1407836,0,BCAD,C,C,0,Functional Context,Low,1,0.06723143,0.02832665,0.01956368,0.30597430,0.26848961,0.23136257,0.06055602,0.03631498,0.03486307,0.06635988,0.14123683,0.06849422,0.93276854,0.97167336,0.98043634,0.04766776,0.04766780,1.78203086,3.50109152,50.11513961,1500,62,18,17,21,118
180,127,q181_1407836,1,ACDB,A,A,0,Functional Context,Low,1,0.05994347,0.02194728,0.01650264,0.31403961,0.26489353,0.24315672,0.06834199,0.06262596,0.03663215,0.08685171,0.16069039,0.06429413,0.94005654,0.97805273,0.98349738,0.04344083,0.04344084,2.21977509,3.89599079,59.59636952,1500,62,18,17,21,118
180,128,q181_1407836,2,BDAC,C,C,0,Functional Context,Low,1,0.06754457,0.02782228,0.01978233,0.30251663,0.27221487,0.22651269,0.06017913,0.03494153,0.03728191,0.06896378,0.13791072,0.07753405,0.93245550,0.97217773,0.98021770,0.04776223,0.04776220,1.88460652,3.91935800,49.55015601,1500,62,18,17,21,118
181,129,q182_357330,0,ADCB,A,D,1,Lyrics,Low,0,0.09015804,0.03249971,0.03568983,0.27649958,0.27451759,0.24091272,0.04334592,0.04050564,0.01877476,0.11580065,0.17824093,0.06075313,0.90984196,0.96750027,0.96431021,0.05446821,0.05446825,0.52605360,1.70225336,27.01918844,1500,61,9,41,21,132
181,130,q182_357330,1,BDAC,C,A,1,Lyrics,Low,0,0.08620045,0.03277714,0.03590873,0.27702389,0.26523177,0.23371216,0.04770315,0.04070077,0.02238014,0.11661480,0.18753994,0.06810088,0.91379951,0.96722283,0.96409126,0.05029172,0.05029174,0.62325077,1.89649955,26.84838284,1500,61,9,41,21,132
181,131,q182_357330,2,CBDA,D,B,1,Lyrics,Low,0,0.08820948,0.03183676,0.03322723,0.27860967,0.26930061,0.24887557,0.04145020,0.03831959,0.01911136,0.11750548,0.18946276,0.06002061,0.91179055,0.96816328,0.96677277,0.05498225,0.05498222,0.57517169,1.80636779,29.09579368,1500,62,9,40,21,132
182,132,q183_357330,0,CBDA,D,D,0,Metre and Rhythm,Medium,1,0.08205248,0.02677674,0.01798403,0.30329655,0.28393883,0.25699786,0.05560748,0.04710424,0.01984025,0.08806872,0.14370611,0.05732170,0.91794753,0.97322325,0.98201602,0.06406845,0.06406848,1.10321533,3.18736748,54.60489983,1500,62,9,21,21,113
182,133,q183_357330,1,ACDB,A,A,0,Metre and Rhythm,Medium,1,0.07965714,0.02314988,0.01837713,0.31029925,0.27119279,0.23884007,0.05275172,0.04679561,0.02066382,0.08768291,0.16296016,0.05556247,0.92034286,0.97685009,0.98162284,0.06128001,0.06127999,1.12443130,3.02345693,53.41544860,1500,62,9,21,21,113
182,134,q183_357330,2,DABC,B,B,0,Metre and Rhythm,Medium,1,0.08004932,0.02487455,0.02050286,0.30507583,0.24933983,0.23370307,0.04983634,0.04801005,0.02216890,0.09638766,0.18308826,0.07097270,0.91995070,0.97512549,0.97949712,0.05954646,0.05954642,1.08125875,3.46160005,47.77368219,1500,62,9,21,21,113
183,135,q184_357330,0,ABCD,A,A,0,Lyrics,Low,1,0.08507495,0.02783822,0.02010265,0.28021619,0.25554445,0.24209740,0.04420128,0.05419729,0.02475212,0.11810439,0.20042338,0.07668272,0.91492511,0.97216180,0.97989736,0.06497229,0.06497225,1.23128657,3.81455728,48.74468207,1500,61,11,44,21,137
183,136,q184_357330,1,DCBA,D,D,0,Lyrics,Low,1,0.08855169,0.02620948,0.02119103,0.28309005,0.31033295,0.26647325,0.03843385,0.04956610,0.02089660,0.11494409,0.15313636,0.05667301,0.91144832,0.97379049,0.97880895,0.06736066,0.06736064,0.98610598,2.67438671,46.18977395,1500,62,11,43,21,137
183,137,q184_357330,2,DABC,B,B,0,Lyrics,Low,1,0.08801895,0.02768542,0.02121090,0.27450390,0.25870275,0.25334351,0.03858633,0.05490850,0.02340364,0.12584171,0.20349610,0.07645377,0.91198102,0.97231458,0.97878911,0.06680806,0.06680809,1.10337835,3.60445719,46.14557776,1500,61,11,44,21,137
184,0,q185_661634,0,ADBC,A,A,0,Harmony,High,1,0.05816613,0.01917304,0.02641909,0.30256610,0.26749432,0.21263211,0.05696573,0.04569540,0.02386043,0.10489128,0.17713061,0.06737125,0.94183391,0.98082694,0.97358085,0.03174703,0.03174694,0.90315081,2.55009716,36.85141098,1500,62,10,31,21,124
184,1,q185_661634,1,DACB,B,B,0,Harmony,High,1,0.05978535,0.01846695,0.02786842,0.29408523,0.24993700,0.21388917,0.04986239,0.04526358,0.02197523,0.11484453,0.20054695,0.07160844,0.94021469,0.98153303,0.97213157,0.03191694,0.03191688,0.78853525,2.56951946,34.88291413,1500,62,10,31,21,124
184,2,q185_661634,2,ACBD,A,A,0,Harmony,High,1,0.05820878,0.01936165,0.02705213,0.30253230,0.26671485,0.21277123,0.05669566,0.04554772,0.02480171,0.10536585,0.17697687,0.06964455,0.94179119,0.98063835,0.97294789,0.03115665,0.03115670,0.91681184,2.57445732,35.96566776,1500,62,10,31,21,124
185,3,q186_661634,0,ACBD,A,A,0,Harmony,Medium,1,0.05843968,0.02009257,0.02391513,0.31684958,0.26569431,0.24024608,0.05663856,0.05889402,0.02385486,0.08864782,0.16138998,0.05914951,0.94156030,0.97990743,0.97608488,0.03452455,0.03452457,0.99747988,2.47330967,40.81453977,1500,62,12,17,21,112
185,4,q186_661634,1,DBCA,D,D,0,Harmony,Medium,1,0.06460328,0.02123805,0.02421369,0.31380010,0.26849523,0.24850473,0.05423124,0.06441359,0.02035023,0.09078194,0.14932170,0.05610262,0.93539674,0.97876199,0.97578630,0.04038958,0.04038956,0.84044305,2.31697918,40.29894677,1500,62,12,17,21,112
185,5,q186_661634,2,BCDA,D,D,0,Harmony,Medium,1,0.06516119,0.02139518,0.02358856,0.31240433,0.26921885,0.24838335,0.05399164,0.06493339,0.02159358,0.09040398,0.14637805,0.05635343,0.93483883,0.97860480,0.97641143,0.04157263,0.04157260,0.91542602,2.38901542,41.39343238,1500,62,12,17,21,112
186,6,q187_661634,0,BCAD,C,A,1,Harmony,High,0,0.06135155,0.02032021,0.02183474,0.31776984,0.27658850,0.24141749,0.05120189,0.04873211,0.02057414,0.09071918,0.16378885,0.05787715,0.93864847,0.97967982,0.97816529,0.03951682,0.03951683,0.94226662,2.65069172,44.79858746,1500,62,10,21,21,114
186,7,q187_661634,1,ABDC,A,B,1,Harmony,High,0,0.06396018,0.01947323,0.02482653,0.31044933,0.26033546,0.24685236,0.04627211,0.04942837,0.02086781,0.09763725,0.17944544,0.05967131,0.93603984,0.98052678,0.97517350,0.03913365,0.03913366,0.84054488,2.40353048,39.27949918,1500,62,10,21,21,114
186,8,q187_661634,2,ACBD,A,A,0,Harmony,High,1,0.06114433,0.02018703,0.02192771,0.31769767,0.27863625,0.24239508,0.05120129,0.04760456,0.01997651,0.09171630,0.16689261,0.05857857,0.93885567,0.97981298,0.97807231,0.03921663,0.03921664,0.91101701,2.67144062,44.60440422,1500,62,10,21,21,114
187,9,q188_312915,0,BDAC,C,C,0,Instrumentation,Medium,1,0.07026394,0.03311136,0.03386581,0.29946975,0.26211035,0.18756724,0.04063395,0.01434412,0.02917258,0.06716312,0.10066610,0.09793009,0.92973606,0.96688867,0.96613424,0.03639813,0.03639818,0.86141701,2.89170998,28.52831046,750,62,9,31,21,123
187,10,q188_312915,1,ACDB,A,A,0,Instrumentation,Medium,1,0.06041651,0.02238928,0.02622101,0.31481751,0.27462389,0.21826602,0.04729691,0.03835973,0.02104055,0.09252553,0.16694645,0.06954433,0.93958355,0.97761068,0.97377902,0.03419550,0.03419547,0.80243104,2.65223754,37.13736433,750,62,9,31,21,123
187,11,q188_312915,2,DCBA,D,A,3,Instrumentation,Medium,0,0.06037214,0.02187800,0.02574240,0.31455998,0.29156759,0.22888537,0.04731897,0.03614806,0.02095197,0.09248035,0.15713012,0.07172404,0.93962787,0.97812202,0.97425760,0.03462974,0.03462974,0.81390901,2.78622221,37.84641960,750,62,9,31,21,123
188,12,q189_312915,0,BDCA,D,D,0,Instrumentation,Medium,1,0.06172678,0.01702006,0.01870049,0.28929833,0.31494917,0.24289644,0.04981527,0.03484412,0.01583934,0.12032156,0.15318776,0.05880061,0.93827322,0.98297996,0.98129955,0.04302630,0.04302634,0.84700169,3.14433595,52.47454405,750,62,13,55,21,151
188,13,q189_312915,1,DACB,B,B,0,Instrumentation,Medium,1,0.05882955,0.01929262,0.01899975,0.28223911,0.26998030,0.24327648,0.04405776,0.03690621,0.01473879,0.13235324,0.19451803,0.06482684,0.94117046,0.98070737,0.98100019,0.03982980,0.03982973,0.77573607,3.41198380,51.63226734,750,62,13,55,21,151
188,14,q189_312915,2,ABCD,A,A,0,Instrumentation,Medium,1,0.05951218,0.01950684,0.01966516,0.28724597,0.28394041,0.22710293,0.04694556,0.03394848,0.01790077,0.12653053,0.18253406,0.07472731,0.94048782,0.98049317,0.98033487,0.03984702,0.03984705,0.91027801,3.79998400,49.85134362,750,62,13,55,21,151
189,15,q190_312915,0,BCAD,C,C,0,Metre and Rhythm,Low,1,0.08504517,0.04341170,0.04305135,0.29681251,0.26058131,0.17053899,0.04535661,0.01658574,0.02482980,0.05332599,0.07699469,0.08018279,0.91495483,0.95658830,0.95694863,0.04199382,0.04199380,0.57674845,1.86249186,22.22807451,1500,62,15,17,21,115
189,16,q190_312915,1,DBAC,C,C,0,Metre and Rhythm,Low,1,0.08464906,0.04336226,0.04178139,0.29690695,0.26094466,0.17787736,0.04524075,0.01657243,0.02460162,0.05441141,0.07702038,0.07915138,0.91535095,0.95663774,0.95821864,0.04286767,0.04286769,0.58881770,1.89441703,22.93410044,1500,62,15,17,21,115
189,17,q190_312915,2,CDAB,C,C,0,Metre and Rhythm,Low,1,0.08516316,0.04403411,0.04369920,0.29770514,0.26001502,0.16782652,0.04546500,0.01633075,0.02410909,0.05333045,0.07553519,0.08060505,0.91483684,0.95596592,0.95630079,0.04146396,0.04146395,0.55170539,1.84454274,21.88371225,1500,62,15,17,21,115
